"","StefanoR2","Wanlip4","Dalderse","Galashiels","Slough","BURMAD","StefanoR1","StefanoR3","Stirling","Wanlip1","CRMAD","Wanlip3","BROMAD","Reading","MapleLodge","EPMAD","BLMAD","Wanlip2","Hawick","Howdon","DAVMAD","BranSands"
"415655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"660336",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562311",0,1,3,1,0,1,3,2,5,4,3,1,3,1,3,0,7,0,0,0,0,0
"587804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1926711",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793066",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"114201",4,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
"808786",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125049",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"70100",15,21,9,26,0,1,9,11,30,24,7,25,35,20,31,18,63,20,90,0,0,1
"110220",0,2,4,1,0,0,2,0,2,3,1,3,0,0,0,0,1,3,1,0,0,0
"593544",3,3,5,5,0,3,1,1,44,3,6,0,2,8,3,2,19,8,0,0,0,0
"808055",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"319907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"253167",3,0,3,0,0,3,1,0,2,0,2,0,0,0,0,3,4,0,0,0,0,0
"816913",0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"2785334",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"4310019",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"224486",0,0,4,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"4420570",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
"114415",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
"1126359",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128234",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1130037",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,0,0
"2813895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"238148",0,0,0,0,2,0,0,1,2,2,6,3,2,0,0,2,1,3,0,0,0,0
"4342138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"582173",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"772062",4,4,0,0,0,0,1,3,1,3,1,4,3,0,6,3,1,3,4,0,0,0
"136162",0,2,2,1,0,0,1,1,5,1,2,6,5,0,1,11,4,1,3,0,0,0
"112992",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"4337631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3417500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"550168",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281360",0,0,0,0,0,0,1,0,7,2,2,0,0,1,0,0,2,0,0,0,0,0
"534216",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025156",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"828320",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"132529",4,13,4,0,2,32,1,1,5,13,21,15,8,8,30,23,4,10,0,0,0,0
"150877",0,4,17,0,0,1,0,0,6,6,3,5,2,0,1,5,0,1,2,0,0,0
"541612",0,4,3,0,0,2,0,0,2,2,1,2,6,0,2,3,0,0,1,0,0,0
"571689",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"532163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"32083",1,1,1,0,1,0,0,1,2,0,0,0,0,2,0,0,0,3,2,0,0,0
"821874",5,16,20,1,4,0,4,5,0,21,0,14,0,27,0,14,4,8,0,0,0,0
"4315250",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48130",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"210722",0,0,0,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"195168",0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"1109121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4366206",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"256783",0,2,3,1,0,1,2,0,1,2,5,0,6,2,0,6,0,0,0,0,0,0
"308836",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"63558",0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,1,0,0,0,0
"767142",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813107",0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0
"2058739",10,57,14,0,10,3,3,3,9,40,6,7,10,12,15,8,1,14,67,0,0,0
"5793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"321409",1,2,0,2,3,0,0,1,5,1,7,8,6,4,4,9,2,1,4,0,0,0
